cluster,gene,avg_logFC,p_val,p_val_adj,pct.1,pct.2,celltype,avg_strength
CD8_c4_Tstr,HSPA6,2.94077133831694,0,0,0.597,0.052,T,2.94077133831694
CD8_c4_Tstr,HSPA1A,2.90022503573736,0,0,0.905,0.282,T,2.90022503573736
CD8_c4_Tstr,HSPA1B,2.74721864232555,0,0,0.896,0.197,T,2.74721864232555
CD8_c4_Tstr,DNAJB1,2.41857315198822,0,0,0.897,0.526,T,2.41857315198822
CD8_c4_Tstr,HSPH1,1.90756988565494,0,0,0.759,0.273,T,1.90756988565494
CD8_c4_Tstr,HSP90AA1,1.79244669936058,0,0,0.938,0.78,T,1.79244669936058
CD8_c4_Tstr,BAG3,1.74146148496101,0,0,0.462,0.054,T,1.74146148496101
CD8_c4_Tstr,HSPD1,1.7004533044343,0,0,0.724,0.358,T,1.7004533044343
CD8_c4_Tstr,HSPE1,1.69692668595151,0,0,0.831,0.475,T,1.69692668595151
CD8_c4_Tstr,HSPB1,1.68568133777257,0,0,0.682,0.305,T,1.68568133777257
CD8_c4_Tstr,SERPINH1,1.40708911884127,0,0,0.322,0.035,T,1.40708911884127
CD8_c4_Tstr,ZFAND2A,1.36372437619678,0,0,0.492,0.118,T,1.36372437619678
CD8_c4_Tstr,CACYBP,1.35421811409496,0,0,0.676,0.303,T,1.35421811409496
CD8_c4_Tstr,HSP90AB1,1.30866343696482,0,0,0.87,0.688,T,1.30866343696482
CD8_c4_Tstr,FKBP4,1.2572073267934,0,0,0.398,0.123,T,1.2572073267934
CD8_c4_Tstr,HSPA8,1.20989884922812,0,0,0.915,0.773,T,1.20989884922812
CD8_c4_Tstr,DNAJA1,1.18074432506837,0,0,0.733,0.453,T,1.18074432506837
CD8_c4_Tstr,NR4A1,1.17424061341459,0,0,0.412,0.109,T,1.17424061341459
CD8_c4_Tstr,DNAJB4,1.08563727630971,0,0,0.4,0.064,T,1.08563727630971
CD8_c4_Tstr,UBC,1.00221403282156,0,0,0.946,0.878,T,1.00221403282156
CD8_c4_Tstr,PPP1R15A,0.964165083251525,0,0,0.669,0.365,T,0.964165083251525
CD8_c4_Tstr,DNAJA4,0.963667992883501,0,0,0.325,0.044,T,0.963667992883501
CD8_c4_Tstr,TNFSF9,0.853307314556314,0,0,0.278,0.104,T,0.853307314556314
CD8_c4_Tstr,CHORDC1,0.851329584056342,0,0,0.471,0.192,T,0.851329584056342
CD8_c4_Tstr,UBB,0.818526512186153,0,0,0.906,0.814,T,0.818526512186153
CD8_c4_Tstr,DUSP1,0.807158753278639,0,0,0.733,0.533,T,0.807158753278639
CD8_c4_Tstr,JUN,0.791888981713221,4.32486751977176e-210,3.38883644246755e-205,0.72,0.61,T,0.791888981713221
CD8_c4_Tstr,MRPL18,0.786617672976158,0,0,0.406,0.161,T,0.786617672976158
CD8_c4_Tstr,RGS2,0.781501445982275,0,0,0.553,0.287,T,0.781501445982275
CD8_c4_Tstr,IFNG,0.770782391479482,4.73491690529011e-140,3.71013883947817e-135,0.348,0.213,T,0.770782391479482
CD8_c4_Tstr,AHSA1,0.760489266606279,0,0,0.459,0.202,T,0.760489266606279
CD8_c4_Tstr,ATF3,0.72413567632511,0,0,0.277,0.101,T,0.72413567632511
CD8_c4_Tstr,NEU1,0.696699472318289,0,0,0.342,0.148,T,0.696699472318289
CD8_c4_Tstr,ANKRD37,0.67505928775333,0,0,0.261,0.083,T,0.67505928775333
CD8_c4_Tstr,TCP1,0.665109945347704,0,0,0.484,0.232,T,0.665109945347704
CD8_c4_Tstr,TNFSF14,0.64466892936937,0,0,0.262,0.093,T,0.64466892936937
CD8_c4_Tstr,EGR1,0.635957553994168,0,0,0.243,0.089,T,0.635957553994168
CD8_c4_Tstr,DEDD2,0.6342218140904,0,0,0.391,0.163,T,0.6342218140904
CD8_c4_Tstr,SOD1,0.628745745099362,4.06529496308437e-229,3.18544317422402e-224,0.719,0.602,T,0.628745745099362
CD8_c4_Tstr,GADD45B,0.627719766364843,6.97595629640164e-150,5.46615007517143e-145,0.471,0.325,T,0.627719766364843
CD8_c4_Tstr,TNF,0.626171799259805,3.55175860205286e-152,2.78305148781056e-147,0.196,0.091,T,0.626171799259805
CD8_c4_Tstr,RHOB,0.60828503576815,5.90415663450922e-108,4.62632001410239e-103,0.219,0.122,T,0.60828503576815
CD8_c4_Tstr,DNAJB6,0.589472203970429,7.66337556967625e-246,6.00479119513122e-241,0.576,0.408,T,0.589472203970429
CD8_c4_Tstr,FOSB,0.572964188836577,7.31004464600952e-176,5.72793168327368e-171,0.474,0.312,T,0.572964188836577
CD8_c4_Tstr,FOS,0.561117903639012,1.1873292111671e-82,9.30355549994212e-78,0.534,0.431,T,0.561117903639012
CD8_c4_Tstr,DOK2,0.541225238047292,7.22892193998256e-222,5.66436636451214e-217,0.475,0.294,T,0.541225238047292
CD8_c4_Tstr,TSPYL2,0.524318932834868,2.14760351174041e-218,1.68279768369443e-213,0.475,0.292,T,0.524318932834868
CD8_c4_Tstr,IER5,0.518742172719859,1.19030904686593e-176,9.32690459852743e-172,0.261,0.129,T,0.518742172719859
CD8_c4_Tstr,CKS2,0.517545131521676,5.40712849264162e-205,4.23686367297919e-200,0.297,0.149,T,0.517545131521676
CD8_c4_Tstr,STIP1,0.500060651543037,2.06590995273255e-241,1.61878506166264e-236,0.331,0.166,T,0.500060651543037
CD8_c5_Tisg,ISG15,2.0983466830807,0,0,0.899,0.317,T,2.0983466830807
CD8_c5_Tisg,IFI6,1.87208011076215,0,0,0.846,0.228,T,1.87208011076215
CD8_c5_Tisg,MX1,1.87163761063584,0,0,0.772,0.138,T,1.87163761063584
CD8_c5_Tisg,IFI44L,1.7968791505341,0,0,0.655,0.061,T,1.7968791505341
CD8_c5_Tisg,IFIT3,1.77515131681093,0,0,0.508,0.033,T,1.77515131681093
CD8_c5_Tisg,IFIT1,1.65904140636127,0,0,0.497,0.019,T,1.65904140636127
CD8_c5_Tisg,RSAD2,1.53612585664745,0,0,0.48,0.029,T,1.53612585664745
CD8_c5_Tisg,OAS1,1.50196477371815,0,0,0.546,0.057,T,1.50196477371815
CD8_c5_Tisg,IFI27,1.31497560148022,4.21560708154173e-307,3.30322324088365e-302,0.147,0.035,T,1.31497560148022
CD8_c5_Tisg,IFI44,1.30415634855668,0,0,0.475,0.061,T,1.30415634855668
CD8_c5_Tisg,XAF1,1.27036789147345,0,0,0.594,0.161,T,1.27036789147345
CD8_c5_Tisg,MX2,1.26264653563271,0,0,0.51,0.102,T,1.26264653563271
CD8_c5_Tisg,STAT1,1.25630280659976,0,0,0.667,0.229,T,1.25630280659976
CD8_c5_Tisg,OAS3,1.24052851840289,0,0,0.405,0.045,T,1.24052851840289
CD8_c5_Tisg,EPSTI1,1.24001404821659,0,0,0.544,0.119,T,1.24001404821659
CD8_c5_Tisg,SAMD9L,1.2353467339363,0,0,0.518,0.134,T,1.2353467339363
CD8_c5_Tisg,HERC5,1.18883314262721,0,0,0.422,0.059,T,1.18883314262721
CD8_c5_Tisg,EIF2AK2,1.17272565549649,0,0,0.564,0.145,T,1.17272565549649
CD8_c5_Tisg,IFIT2,1.16229509398957,0,0,0.281,0.028,T,1.16229509398957
CD8_c5_Tisg,LY6E,1.12092830090258,0,0,0.865,0.52,T,1.12092830090258
CD8_c5_Tisg,TNFSF10,1.06871812835225,0,0,0.395,0.131,T,1.06871812835225
CD8_c5_Tisg,SAMD9,1.06206346039828,0,0,0.496,0.17,T,1.06206346039828
CD8_c5_Tisg,IRF7,1.0592186124696,0,0,0.524,0.157,T,1.0592186124696
CD8_c5_Tisg,PLSCR1,1.05184349138074,0,0,0.43,0.105,T,1.05184349138074
CD8_c5_Tisg,ISG20,1.04513937123972,0,0,0.844,0.582,T,1.04513937123972
CD8_c5_Tisg,CMPK2,1.01565516838562,0,0,0.307,0.019,T,1.01565516838562
CD8_c5_Tisg,GBP1,0.989639256070521,0,0,0.438,0.146,T,0.989639256070521
CD8_c5_Tisg,NT5C3A,0.973031899800881,0,0,0.421,0.157,T,0.973031899800881
CD8_c5_Tisg,IFI35,0.945269666430907,0,0,0.442,0.14,T,0.945269666430907
CD8_c5_Tisg,IFI16,0.92840998876586,0,0,0.694,0.393,T,0.92840998876586
CD8_c5_Tisg,OASL,0.921904966100535,0,0,0.47,0.193,T,0.921904966100535
CD8_c5_Tisg,OAS2,0.903651988251992,0,0,0.354,0.09,T,0.903651988251992
CD8_c5_Tisg,PARP14,0.901421776773816,0,0,0.43,0.151,T,0.901421776773816
CD8_c5_Tisg,CXCL13,0.888893891000643,2.44133279095063e-58,1.91295513500519e-53,0.215,0.134,T,0.888893891000643
CD8_c5_Tisg,PARP9,0.880254521050515,0,0,0.386,0.105,T,0.880254521050515
CD8_c5_Tisg,TRIM22,0.879389664997986,0,0,0.576,0.278,T,0.879389664997986
CD8_c5_Tisg,TYMP,0.868347755743789,0,0,0.427,0.174,T,0.868347755743789
CD8_c5_Tisg,UBE2L6,0.847251995947966,0,0,0.593,0.304,T,0.847251995947966
CD8_c5_Tisg,LGALS9,0.841522069039212,0,0,0.299,0.056,T,0.841522069039212
CD8_c5_Tisg,EEF1A1P5,0.819626153127981,8.02691386793223e-141,6.28964889949566e-136,0.156,0.06,T,0.819626153127981
CD8_c5_Tisg,BST2,0.806987428617979,0,0,0.612,0.33,T,0.806987428617979
CD8_c5_Tisg,DDX60,0.790443918070342,0,0,0.296,0.07,T,0.790443918070342
CD8_c5_Tisg,HELZ2,0.78091820537480106,0,0,0.298,0.075,T,0.78091820537480106
CD8_c5_Tisg,SP100,0.765745312031356,0,0,0.644,0.388,T,0.765745312031356
CD8_c5_Tisg,SP110,0.743377355660975,0,0,0.438,0.206,T,0.743377355660975
CD8_c5_Tisg,USP18,0.741550202331344,0,0,0.235,0.026,T,0.741550202331344
CD8_c5_Tisg,LAP3,0.733608132726192,0,0,0.348,0.141,T,0.733608132726192
CD8_c5_Tisg,DDX60L,0.728758231482042,0,0,0.286,0.07,T,0.728758231482042
CD8_c5_Tisg,DDX58,0.71327059005346,0,0,0.263,0.075,T,0.71327059005346
CD8_c5_Tisg,RNF213,0.711213035569443,0,0,0.703,0.493,T,0.711213035569443
CD8_c6_Tcm,DKK3,2.07301704210273,0,0,0.995,0.02,T,2.07301704210273
CD8_c6_Tcm,CLDND1,0.864187248578402,0,0,0.655,0.288,T,0.864187248578402
CD8_c6_Tcm,TRAT1,0.686363110541489,0,0,0.586,0.258,T,0.686363110541489
CD8_c6_Tcm,SARAF,0.648920080361323,0,0,0.836,0.662,T,0.648920080361323
CD8_c6_Tcm,LDHA,0.607581386056009,6.89964347570651e-300,5.40635363825935e-295,0.78,0.591,T,0.607581386056009
CD8_c6_Tcm,ITM2C,0.565593758975055,0,0,0.482,0.22,T,0.565593758975055
CD8_c6_Tcm,DUSP2,0.551035003281444,7.42110109761013e-286,5.81495218705437e-281,0.815,0.596,T,0.551035003281444
CD8_c6_Tcm,MLLT3,0.541303751903567,0,0,0.355,0.135,T,0.541303751903567
CD8_c6_Tcm,ATP6V0C,0.54080617440154,6.28309965674297e-282,4.92324839803408e-277,0.509,0.267,T,0.54080617440154
CD8_c6_Tcm,GGA2,0.520873860941093,1.36202460355135e-292,1.06724161860473e-287,0.419,0.193,T,0.520873860941093
CD8_c6_Tcm,TRMO,0.514203091024888,0,0,0.253,0.066,T,0.514203091024888
CD8_c6_Tcm,GPR183,0.503942902229841,0,0,0.475,0.22,T,0.503942902229841
CD8_c6_Tcm,CST7,0.50318824605556,0,0,0.912,0.729,T,0.50318824605556
CD8_c6_Tcm,OAZ1,0.498724651708407,0,0,0.935,0.828,T,0.498724651708407
CD8_c6_Tcm,CREM,0.487757712467175,3.24379016289774e-158,2.54173665794178e-153,0.581,0.4,T,0.487757712467175
CD8_c6_Tcm,CMC1,0.487232662729861,0,0,0.615,0.328,T,0.487232662729861
CD8_c6_Tcm,CYSTM1,0.473890185997538,0,0,0.305,0.104,T,0.473890185997538
CD8_c6_Tcm,FAM177A1,0.473821549544554,1.15482891717298e-161,9.04889294629237e-157,0.535,0.351,T,0.473821549544554
CD8_c6_Tcm,CCR7,0.468139488853027,6.97469679555726e-245,5.4651631680948e-240,0.347,0.152,T,0.468139488853027
CD8_c6_Tcm,FTH1,0.467765833299448,1.40737637755691e-208,1.10277790816227e-203,0.965,0.928,T,0.467765833299448
CD8_c6_Tcm,GZMK,0.464932757985135,0,0,0.908,0.54,T,0.464932757985135
CD8_c6_Tcm,NAA50,0.463211301422109,1.5936990446213e-239,1.24877476039391e-234,0.435,0.22,T,0.463211301422109
CD8_c6_Tcm,CXCL8,0.462734357554918,1.21343743579721e-76,9.5081317156762e-72,0.12,0.054,T,0.462734357554918
CD8_c6_Tcm,HLA-B,0.459322138230488,0,0,0.972,0.899,T,0.459322138230488
CD8_c6_Tcm,SRGN,0.457536641979996,3.8408589844821e-236,3.00958187447064e-231,0.94,0.867,T,0.457536641979996
CD8_c6_Tcm,HLA-A,0.442724308835564,0,0,0.973,0.898,T,0.442724308835564
CD8_c6_Tcm,CMSS1,0.43007327515516,8.28783544729167e-145,6.49409922143433e-140,0.169,0.066,T,0.43007327515516
CD8_c6_Tcm,EZR,0.429430736357249,5.19653099370016e-129,4.07184579073364e-124,0.666,0.514,T,0.429430736357249
CD8_c6_Tcm,CCR4,0.428699091764601,0,0,0.176,0.033,T,0.428699091764601
CD8_c6_Tcm,CD5,0.420535703898689,1.61977873475325e-160,1.2692100231906e-155,0.39,0.218,T,0.420535703898689
CD8_c6_Tcm,NFATC2,0.419709115012117,2.37902576588663e-210,1.86413321937578e-205,0.425,0.22,T,0.419709115012117
CD8_c6_Tcm,PPP1R14B,0.414579396739787,3.62150266121601e-181,2.83770084024903e-176,0.22,0.088,T,0.414579396739787
CD8_c6_Tcm,FYN,0.413467390894605,1.43387107488942e-223,1.1235383581511e-218,0.747,0.526,T,0.413467390894605
CD8_c6_Tcm,EOMES,0.411741493155313,2.80297153560066e-248,2.19632440615061e-243,0.382,0.171,T,0.411741493155313
CD8_c6_Tcm,AOAH,0.407623692373767,8.56144135849644e-192,6.70848860527705e-187,0.391,0.2,T,0.407623692373767
CD8_c6_Tcm,TGIF1,0.406877532939672,8.6313621772276e-185,6.76327646121023e-180,0.371,0.189,T,0.406877532939672
CD8_c6_Tcm,IL9R,0.399769286324829,0,0,0.164,0.033,T,0.399769286324829
CD8_c6_Tcm,VIM,0.394294617295589,1.45976189112419e-44,1.14382562502818e-39,0.795,0.749,T,0.394294617295589
CD8_c6_Tcm,CD28,0.394025297860277,4.78953953042981e-216,3.75293948985888e-211,0.316,0.14,T,0.394025297860277
CD8_c6_Tcm,CMTM7,0.389742288086908,3.15050737700861e-156,2.46864306540263e-151,0.362,0.195,T,0.389742288086908
CD8_c6_Tcm,EMD,0.389196799405833,1.82979564548017e-156,1.4337729739289e-151,0.463,0.276,T,0.389196799405833
CD8_c6_Tcm,FAM102A,0.389184160379798,1.39176480282999e-198,1.09054514655349e-193,0.375,0.187,T,0.389184160379798
CD8_c6_Tcm,PLP2,0.388732575849654,7.07253666863732e-176,5.54182755744414e-171,0.573,0.363,T,0.388732575849654
CD8_c6_Tcm,ATP5MPL,0.381314601893923,4.06786442924632e-72,3.18745653082454e-67,0.285,0.183,T,0.381314601893923
CD8_c6_Tcm,PPP1R16B,0.375397761503679,5.62902581288588e-199,4.41073575620299e-194,0.349,0.166,T,0.375397761503679
CD8_c6_Tcm,SLC7A5,0.375381052852158,5.15393209907082e-133,4.03846657486892e-128,0.373,0.213,T,0.375381052852158
CD8_c6_Tcm,SLC3A2,0.374803853715641,9.77936010398287e-139,7.66281319667786e-134,0.505,0.328,T,0.374803853715641
CD8_c6_Tcm,COTL1,0.374225102015186,1.34725728180922e-139,1.05567038830725e-134,0.717,0.546,T,0.374225102015186
CD8_c6_Tcm,CD44,0.370663351166142,9.24215378491039e-198,7.24187444124224e-193,0.795,0.615,T,0.370663351166142
CD8_c6_Tcm,TGFB1,0.368457959655103,4.96163625738887e-103,3.88778932220219e-98,0.456,0.307,T,0.368457959655103
CD8_c7_p-Tex,CHI3L2,0.813181424644848,0,0,0.324,0.07,T,0.813181424644848
CD8_c7_p-Tex,FABP5,0.730272316350364,5.67678787827486e-289,4.44816067777983e-284,0.528,0.22,T,0.730272316350364
CD8_c7_p-Tex,PTPRCAP,0.706872899763015,2.25671591270079e-226,1.76829488771495e-221,0.621,0.334,T,0.706872899763015
CD8_c7_p-Tex,ACTG1,0.696389877616516,2.27369761043998e-211,1.78160123661246e-206,0.985,0.857,T,0.696389877616516
CD8_c7_p-Tex,CD27,0.662157170069824,0,0,0.756,0.389,T,0.662157170069824
CD8_c7_p-Tex,CD38,0.613541419524606,0,0,0.401,0.087,T,0.613541419524606
CD8_c7_p-Tex,CAV1,0.605863040618056,0,0,0.141,0.013,T,0.605863040618056
CD8_c7_p-Tex,CNN2,0.582926555720752,0,0,0.778,0.401,T,0.582926555720752
CD8_c7_p-Tex,DENND2D,0.579992926161103,0,0,0.632,0.264,T,0.579992926161103
CD8_c7_p-Tex,PFN1,0.566745028395528,5.97825896165751e-236,4.68438437458597e-231,0.993,0.899,T,0.566745028395528
CD8_c7_p-Tex,HLA-DRA,0.548821120463476,1.57133211546875e-267,1.23124870571785e-262,0.687,0.344,T,0.548821120463476
CD8_c7_p-Tex,UCP2,0.547598442490915,3.68639044279837e-304,2.88854495926352e-299,0.733,0.376,T,0.547598442490915
CD8_c7_p-Tex,HLA-DMA,0.539076997981973,0,0,0.508,0.181,T,0.539076997981973
CD8_c7_p-Tex,LAT,0.539059658966935,7.50766995161342e-301,5.88278494398573e-296,0.747,0.386,T,0.539059658966935
CD8_c7_p-Tex,CD74,0.536554397081295,9.00228887629249e-204,7.05392349479651e-199,0.981,0.799,T,0.536554397081295
CD8_c7_p-Tex,LIMD2,0.533642587616689,1.51279681803589e-285,1.18538220270838e-280,0.87,0.558,T,0.533642587616689
CD8_c7_p-Tex,COTL1,0.532663394893175,5.28746807688848e-261,4.14310136100751e-256,0.869,0.545,T,0.532663394893175
CD8_c7_p-Tex,ACTB,0.525487507494126,8.3363629817149e-78,6.53212394158234e-73,0.999,0.979,T,0.525487507494126
CD8_c7_p-Tex,GZMK,0.525372208521283,2.08475159778967e-227,1.63354880948005e-222,0.882,0.545,T,0.525372208521283
CD8_c7_p-Tex,LIME1,0.52338491412016,0,0,0.458,0.161,T,0.52338491412016
CD8_c7_p-Tex,HLA-DRB5,0.515975061627084,6.23528845073049e-236,4.88578497133889e-231,0.588,0.281,T,0.515975061627084
CD8_c7_p-Tex,FXYD2,0.50032622201356,3.09327136292403e-166,2.42379464184638e-161,0.13,0.032,T,0.50032622201356
CD8_c7_p-Tex,NUCB2,0.493246543593669,8.22731880774562e-188,6.44668019818524e-183,0.472,0.225,T,0.493246543593669
CD8_c7_p-Tex,CORO1A,0.492530015423923,6.71528005050345e-285,5.26189198917299e-280,0.953,0.724,T,0.492530015423923
CD8_c7_p-Tex,PSMB10,0.491967071162692,0,0,0.65,0.289,T,0.491967071162692
CD8_c7_p-Tex,RAC2,0.479330599643079,4.08951630395048e-275,3.20442229028647e-270,0.919,0.625,T,0.479330599643079
CD8_c7_p-Tex,GIMAP4,0.47632216873377,2.1888681861461e-282,1.7151314446185e-277,0.776,0.41,T,0.47632216873377
CD8_c7_p-Tex,FAIM3,0.466723768851071,2.58188528526293e-274,2.02308785297347e-269,0.255,0.069,T,0.466723768851071
CD8_c7_p-Tex,ARPC1B,0.457261175153319,3.55401807492274e-215,2.78482194296721e-210,0.801,0.506,T,0.457261175153319
CD8_c7_p-Tex,SH2D1A,0.455143586779895,4.35900860973679e-228,3.41558837633146e-223,0.649,0.328,T,0.455143586779895
CD8_c7_p-Tex,GIMAP5,0.451578656405952,4.95218319583471e-235,3.88038218676021e-230,0.365,0.134,T,0.451578656405952
CD8_c7_p-Tex,PPP1CA,0.449377440242231,1.36558969848578e-288,1.0700351200425e-283,0.809,0.44,T,0.449377440242231
CD8_c7_p-Tex,PPP1R18,0.439372493448689,2.097715985853e-281,1.64370731503484e-276,0.677,0.318,T,0.439372493448689
CD8_c7_p-Tex,CADM1,0.438989519209873,6.77234125734342e-209,5.30660343901658e-204,0.187,0.05,T,0.438989519209873
CD8_c7_p-Tex,MYL6B,0.438001764187565,0,0,0.249,0.042,T,0.438001764187565
CD8_c7_p-Tex,SASH3,0.433367703276245,1.04706407824193e-296,8.2044799978803e-292,0.534,0.211,T,0.433367703276245
CD8_c7_p-Tex,CLIC1,0.43064534579479,1.94054569339004e-264,1.5205533889696299e-259,0.927,0.636,T,0.43064534579479
CD8_c7_p-Tex,RNASEK,0.426921187218072,1.96072515266773e-181,1.53636540787585e-176,0.44,0.203,T,0.426921187218072
CD8_c7_p-Tex,ZYX,0.426646179668786,2.41476835437543e-221,1.89214003943796e-216,0.552,0.259,T,0.426646179668786
CD8_c7_p-Tex,NME1-NME2,0.419791197024572,2.18641118299199e-228,1.71320621065703e-223,0.228,0.063,T,0.419791197024572
CD8_c7_p-Tex,PYCARD,0.41728242753569,9.3744311936315e-267,7.34552305039383e-262,0.473,0.185,T,0.41728242753569
CD8_c7_p-Tex,WDR1,0.415857242027462,5.33550839119233e-258,4.18074431008657e-253,0.675,0.33,T,0.415857242027462
CD8_c7_p-Tex,GABARAP,0.411395871548228,1.60307286517737e-197,1.25611980496703e-192,0.666,0.359,T,0.411395871548228
CD8_c7_p-Tex,IDH2,0.410247519105196,1.34558722434132e-259,1.05436178137713e-254,0.61,0.275,T,0.410247519105196
CD8_c7_p-Tex,ARF5,0.408061160170709,3.34905719854897e-222,2.62422074906701e-217,0.606,0.298,T,0.408061160170709
CD8_c7_p-Tex,MIR4435-1HG,0.406910261507083,0,0,0.217,0.045,T,0.406910261507083
CD8_c7_p-Tex,POLD4,0.404603019302238,1.68408109174941e-244,1.31959542106208e-239,0.454,0.182,T,0.404603019302238
CD8_c7_p-Tex,C12orf75,0.403838137225801,8.19006649791853e-198,6.41749040577402e-193,0.519,0.244,T,0.403838137225801
CD8_c7_p-Tex,PLEK,0.403142870783106,1.92613510060769e-225,1.50926168078317e-220,0.448,0.181,T,0.403142870783106
CD8_c7_p-Tex,FKBP1A,0.400203314142369,3.89840997655096e-236,3.05467710532604e-231,0.706,0.363,T,0.400203314142369
CD8_c8_Teff_KLRG1,LGR6,1.81109157115368,0,0,0.999,0.008,T,1.81109157115368
CD8_c8_Teff_KLRG1,FGFBP2,0.851557113896338,2.5996591373432e-297,2.03701491024801e-292,0.401,0.115,T,0.851557113896338
CD8_c8_Teff_KLRG1,PLEK,0.779259239232806,0,0,0.547,0.182,T,0.779259239232806
CD8_c8_Teff_KLRG1,CX3CR1,0.741803262251072,0,0,0.292,0.051,T,0.741803262251072
CD8_c8_Teff_KLRG1,S1PR5,0.717027833798281,0,0,0.332,0.071,T,0.717027833798281
CD8_c8_Teff_KLRG1,SPON2,0.705196711442662,3.56119741775365e-205,2.79044746062923e-200,0.348,0.117,T,0.705196711442662
CD8_c8_Teff_KLRG1,ADGRG1,0.701900032072155,7.08508601448149e-272,5.55166084836726e-267,0.331,0.089,T,0.701900032072155
CD8_c8_Teff_KLRG1,FCRL6,0.672944694405991,7.27652127484916e-277,5.70166377533355e-272,0.372,0.106,T,0.672944694405991
CD8_c8_Teff_KLRG1,RIPOR2,0.655625708007715,3.16099421732426e-220,2.47686023886877e-215,0.365,0.121,T,0.655625708007715
CD8_c8_Teff_KLRG1,PAXX,0.644628513281751,7.71161570370456e-203,6.04259071695178e-198,0.476,0.2,T,0.644628513281751
CD8_c8_Teff_KLRG1,KLRG1,0.63401611573346,2.48464320714207e-249,1.94689187782031e-244,0.59,0.248,T,0.63401611573346
CD8_c8_Teff_KLRG1,FCGR3A,0.620788082222613,4.99064249346471e-185,3.91051773860414e-180,0.246,0.068,T,0.620788082222613
CD8_c8_Teff_KLRG1,FGR,0.598110637121603,4.36599522618347e-259,3.42106287938058e-254,0.259,0.059,T,0.598110637121603
CD8_c8_Teff_KLRG1,SELENOW,0.596147380838338,3.52937363536935e-172,2.76551129946636e-167,0.419,0.175,T,0.596147380838338
CD8_c8_Teff_KLRG1,ATP5MC2,0.591563099149176,7.89082828861374e-191,6.18301632210907e-186,0.606,0.298,T,0.591563099149176
CD8_c8_Teff_KLRG1,KLRF1,0.576390543182087,7.46664371738846e-284,5.85063801763407e-279,0.201,0.035,T,0.576390543182087
CD8_c8_Teff_KLRG1,SLC9A3R1,0.567599632939791,2.4047152647466e-182,1.88426273999749e-177,0.626,0.336,T,0.567599632939791
CD8_c8_Teff_KLRG1,ATP5F1B,0.561697740635573,8.2041168669564e-161,6.42849985344102e-156,0.433,0.189,T,0.561697740635573
CD8_c8_Teff_KLRG1,ATP5PB,0.558856775727292,2.81056296490298e-160,2.20227282240903e-155,0.342,0.13,T,0.558856775727292
CD8_c8_Teff_KLRG1,TBX21,0.555567613882996,9.45222748007759e-165,7.40648188656439e-160,0.328,0.119,T,0.555567613882996
CD8_c8_Teff_KLRG1,PXN,0.553853466751172,2.82261897046425e-181,2.21171954668667e-176,0.319,0.107,T,0.553853466751172
CD8_c8_Teff_KLRG1,TRIR,0.550039366236143,1.7106882718493e-163,1.34044400917295e-158,0.544,0.267,T,0.550039366236143
CD8_c8_Teff_KLRG1,ATP5F1D,0.541594629195266,4.33281927361861e-148,3.39506719822933e-143,0.456,0.214,T,0.541594629195266
CD8_c8_Teff_KLRG1,TTC38,0.540636107622037,2.26374393521468e-181,1.77380183531616e-176,0.247,0.069,T,0.540636107622037
CD8_c8_Teff_KLRG1,TRGV10,0.540431353008574,7.21375086185103e-164,5.65247876282061e-159,0.227,0.063,T,0.540431353008574
CD8_c8_Teff_KLRG1,HIST1H1E,0.540174407658514,3.36269476061388e-116,2.63490673357421e-111,0.318,0.134,T,0.540174407658514
CD8_c8_Teff_KLRG1,PLAC8,0.539170887305062,1.81200418470187e-132,1.41983211900684e-127,0.376,0.165,T,0.539170887305062
CD8_c8_Teff_KLRG1,PTGDR,0.534575595681953,1.88745906105715e-195,1.47895629647255e-190,0.274,0.078,T,0.534575595681953
CD8_c8_Teff_KLRG1,TPST2,0.53322503030885,1.28883992177014e-142,1.00989629750143e-137,0.426,0.196,T,0.53322503030885
CD8_c8_Teff_KLRG1,FYB1,0.525491042868486,1.0126330946135201e-148,7.93468913946316e-144,0.506,0.245,T,0.525491042868486
CD8_c8_Teff_KLRG1,MATK,0.520255470559234,6.24148567639536e-151,4.89064093145311e-146,0.429,0.19,T,0.520255470559234
CD8_c8_Teff_KLRG1,RASSF1,0.518219220820161,5.43064403502564e-128,4.25528974652504e-123,0.397,0.184,T,0.518219220820161
CD8_c8_Teff_KLRG1,ATP5MF,0.515751877810743,9.51317976346088e-136,7.45424226725504e-131,0.401,0.181,T,0.515751877810743
CD8_c8_Teff_KLRG1,SYNE1,0.51435357430989,8.02693575747689e-149,6.28966605148617e-144,0.492,0.24,T,0.51435357430989
CD8_c8_Teff_KLRG1,ATP5IF1,0.511923500675648,3.77176336161946e-135,2.95544061726416e-130,0.435,0.205,T,0.511923500675648
CD8_c8_Teff_KLRG1,ELOB,0.511351144414814,1.25306692613572e-151,9.81865651312171e-147,0.533,0.264,T,0.511351144414814
CD8_c8_Teff_KLRG1,ATP5F1A,0.510499799033447,4.62180178665316e-120,3.62150522596782e-115,0.328,0.141,T,0.510499799033447
CD8_c8_Teff_KLRG1,CDC25B,0.506752812606279,5.94789565162913e-145,4.66059259574704e-140,0.363,0.148,T,0.506752812606279
CD8_c8_Teff_KLRG1,ATP5MD,0.505901132060887,1.83699562133779e-129,1.43941465901165e-124,0.433,0.208,T,0.505901132060887
